x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
9.645730189943343,9.525434375952965,3.592665466534819,1.8172545315839583,3.3867403991838807,8.154730823876566,7.283933392402671,2.5561491971855155,4.481157417934682,7.842732438439002,1.058337382744905,9.341139316012644,4.212521205181369,8.280820530231237,2.8748091738652914
9.645730189943343,9.525434375952965,3.592665466534819,1.8172545315839583,3.3867403991838807,8.154730823876566,7.283933392402671,2.5561491971855155,4.481157417934682,7.842732438439002,1.058337382744905,9.341139316012644,4.212521205181369,8.280820530231237,2.8748091738652914
9.755755465216776,10.075234060393539,3.6807423361270244,2.0219794811226235,2.3931930198734195,8.174079624812762,7.327197130572376,2.3533466455730703,4.301312092194456,7.512897036450065,1.0429316692047088,0.9963226865308243,3.95800034258044,8.180053506264992,0.47476302688077254
9.611731298377121,9.886243359761846,3.563939947236357,2.0612669255999414,2.3227021445097704,8.11602400933958,7.369467476261995,2.5099138526116933,4.266315837951149,7.685942996347029,1.0007857677282983,0.7292064003458549,4.124451496698692,8.440726868364653,0.48591584491141115
9.542654371444211,10.004888720857368,3.6075277380315156,1.8921225176122258,1.922184132270922,8.279842241276246,7.556486272154755,2.942641776237987,4.4804569148857,7.725510943126568,0.31411408413808417,0.7121129282877298,3.917698814372759,8.418788131965988,0.2933120932396439
9.372540822721186,10.03772202007867,3.2522735555524003,2.008452836245958,1.7118847487310367,8.64916784022209,7.575989756175667,2.967992963395546,4.436485667346074,8.098546268438879,0.29438920836202126,0.9078867999000872,3.9984013100405695,8.285111967102345,0.23107289894448985
9.372540822721186,10.03772202007867,3.2522735555524003,2.008452836245958,1.7118847487310367,8.64916784022209,7.575989756175667,2.967992963395546,4.436485667346074,8.098546268438879,0.29438920836202126,0.9078867999000872,3.9984013100405695,8.285111967102345,0.23107289894448985
9.372540822721186,10.03772202007867,3.2522735555524003,2.008452836245958,1.7118847487310367,8.64916784022209,7.575989756175667,2.967992963395546,4.436485667346074,8.098546268438879,0.29438920836202126,0.9078867999000872,3.9984013100405695,8.285111967102345,0.23107289894448985
9.131385414137526,10.007970253337744,3.702844260363273,1.960806976845511,2.028430593731194,9.287021552029627,7.6931600927974015,2.7142894229122843,4.623628501024838,8.087233353722684,0.11252007336019965,0.8661455724559932,4.0035416313286945,8.327744986731608,0.18838083575669012
9.178786926330199,10.498560149053345,3.852936717041437,2.3700314551002655,1.9806853244955913,8.749479569780311,7.590878364933912,2.6198873680655423,4.676121367694877,7.874731974585683,0.09565314810078956,0.7474848540820798,3.6010840589006734,8.409013042172162,0.42733320277340114
8.96966857745656,10.463411180639552,4.192293782267466,2.3075076356627355,1.507005582760687,8.925109151157905,7.641491741819751,2.528555067337886,4.731247350198708,7.948533584725682,0.06743033102081981,0.4815839709100804,3.9405500796681716,8.186927277075593,0.3900122722422933
8.96966857745656,10.463411180639552,4.192293782267466,2.3075076356627355,1.507005582760687,8.925109151157905,7.641491741819751,2.528555067337886,4.731247350198708,7.948533584725682,0.06743033102081981,0.4815839709100804,3.9405500796681716,8.186927277075593,0.3900122722422933
8.96966857745656,10.463411180639552,4.192293782267466,2.3075076356627355,1.507005582760687,8.925109151157905,7.641491741819751,2.528555067337886,4.731247350198708,7.948533584725682,0.06743033102081981,0.4815839709100804,3.9405500796681716,8.186927277075593,0.3900122722422933
8.96966857745656,10.463411180639552,4.192293782267466,2.3075076356627355,1.507005582760687,8.925109151157905,7.641491741819751,2.528555067337886,4.731247350198708,7.948533584725682,0.06743033102081981,0.4815839709100804,3.9405500796681716,8.186927277075593,0.3900122722422933
8.96966857745656,10.463411180639552,4.192293782267466,2.3075076356627355,1.507005582760687,8.925109151157905,7.641491741819751,2.528555067337886,4.731247350198708,7.948533584725682,0.06743033102081981,0.4815839709100804,3.9405500796681716,8.186927277075593,0.3900122722422933
8.96966857745656,10.463411180639552,4.192293782267466,2.3075076356627355,1.507005582760687,8.925109151157905,7.641491741819751,2.528555067337886,4.731247350198708,7.948533584725682,0.06743033102081981,0.4815839709100804,3.9405500796681716,8.186927277075593,0.3900122722422933
8.96966857745656,10.463411180639552,4.192293782267466,2.3075076356627355,1.507005582760687,8.925109151157905,7.641491741819751,2.528555067337886,4.731247350198708,7.948533584725682,0.06743033102081981,0.4815839709100804,3.9405500796681716,8.186927277075593,0.3900122722422933
8.96966857745656,10.463411180639552,4.192293782267466,2.3075076356627355,1.507005582760687,8.925109151157905,7.641491741819751,2.528555067337886,4.731247350198708,7.948533584725682,0.06743033102081981,0.4815839709100804,3.9405500796681716,8.186927277075593,0.3900122722422933
8.96966857745656,10.463411180639552,4.192293782267466,2.3075076356627355,1.507005582760687,8.925109151157905,7.641491741819751,2.528555067337886,4.731247350198708,7.948533584725682,0.06743033102081981,0.4815839709100804,3.9405500796681716,8.186927277075593,0.3900122722422933
8.96966857745656,10.463411180639552,4.192293782267466,2.3075076356627355,1.507005582760687,8.925109151157905,7.641491741819751,2.528555067337886,4.731247350198708,7.948533584725682,0.06743033102081981,0.4815839709100804,3.9405500796681716,8.186927277075593,0.3900122722422933
